Siruta,localitate,Procent participare
169583,Fauresti,41.253263707571804
86222,Ulies,41.240478781284004
169681,Fartatesti,41.22462344466274
36676,Corlateni,41.22423485321674
93370,Dor Marunt,41.211401425178146
130847,Paulesti,41.207815275310836
106407,Recea,41.193595342066956
73923,Robanesti,41.18852459016394
30915,Oras Sacueni,41.16062176165803
139394,Viile Satu Mare,41.10892388451443
61737,Dobromir,41.10403397027601
86936,Teliucu Inferior,41.093901258470474
120496,Sarateni,41.06280193236715
4188,Craciunelu De Jos,41.028638223261254
102909,Fratesti,41.02083821119176
154068,Scurtu Mare,41.01531023368251
83981,Ciucsangeorgiu,41.00051572975761
11174,Halmagel,40.975103734439834
140244,Benesat,40.96185737976783
138618,Pomi,40.94856379425518
169253,Costesti,40.941619585687384
81264,Plopsoru,40.92115238817286
18242,Priboieni,40.906017579445574
7767,Stremt,40.88478366553233
67292,Dobra,40.86130891827738
135128,Salcia,40.850515463917525
119750,Saulia,40.821566110397946
14085,Babana,40.81803005008347
179409,Oras Magurele,40.804478540327594
80427,Godinesti,40.792682926829265
56773,Catina,40.780911062906725
34360,Romuli,40.759312320916905
72007,Oras Dabuleni,40.75297887253429
131443,Oras Plopeni,40.72074503981644
17824,Oarja,40.69872958257713
73709,Plenita,40.69512862616311
22059,Cotofanesti,40.69350338780391
105142,Slobozia Moara,40.6789755807028
82314,Stoina,40.67143643368189
127983,Osica De Sus,40.66838046272493
72533,Giurgita,40.65602071644368
140146,Balan,40.64031362299902
11664,Petris,40.62780269058296
119466,Sanpaul,40.62042727538777
39983,Blandesti,40.61162079510704
89561,Oras Geoagiu,40.59214760780948
135146,Salciile,40.59196617336152
158779,Sag,40.590507726269315
153151,Lunca,40.56390977443609
176613,Maicanesti,40.56203605514316
79932,Cruset,40.560593569662
160261,Crisan,40.54600606673407
23047,Huruiesti,40.53610503282276
7384,Santimbru,40.53169734151329
69170,Valea Mare,40.52838673412029
177879,Tanasoaia,40.51825677267373
30871,Sacadat,40.48913043478261
23868,Oncesti,40.476190476190474
68253,Morteni,40.453938584779706
72383,Galicea Mare,40.45149481391092
32811,Caianu Mic,40.44843049327354
84380,Darjiu,40.4438964241677
69526,Voinesti,40.4302372336148
115147,Alunis,40.42891183478952
27506,Boianu Mare,40.39408866995074
74536,Unirea,40.38969616908851
104635,Plataresti,40.37721324095458
175439,Bordesti,40.36958066808813
49233,Sarulesti,40.36087369420703
78454,Oras Ticleni,40.34323770491803
158804,Stiuca,40.33313503866746
142239,Nusfalau,40.32733224222586
175787,Corbita,40.30950626381724
91232,Santamaria-Orlea,40.30947775628627
72034,Desa,40.30769230769231
27169,Abramut,40.289855072463766
167311,Pochidia,40.288808664259925
61675,Deleni,40.28738690792975
155314,Giroc,40.26920551543007
75917,Certesti,40.24520255863539
166057,Stefan Cel Mare,40.23861171366595
174254,Voineasa,40.23622047244095
67942,Malu Cu Flori,40.23479188900747
122463,Dulcesti,40.19607843137255
173374,Stoilesti,40.192499170262195
78604,Aninoasa,40.18235102572452
30069,Magesti,40.16045304388863
155957,Barna,40.153452685421996
78258,Oras Novaci,40.15215553677092
100834,Afumati,40.14954982450786
58990,Ploscos,40.14732965009208
120138,Vatava,40.13245033112583
175206,Balesti,40.12820512820513
155289,Ghiroda,40.10113392583512
158895,Tomesti,40.093786635404456
89687,Gurasada,40.09132420091324
40900,Cristian,40.06204756980352
80711,Licurici,40.044994375703034
126647,Deveselu,40.038167938931295
49769,Topliceni,39.99438675273646
79362,Bumbesti-Pitic,39.98875140607424
53791,Sasca Montana,39.98410174880763
2577,Avram Iancu,39.98364677023712
180000,Platonesti,39.960629921259844
67773,Lucieni,39.943910256410255
79834,Crasna,39.941046425939575
120487,Corunca,39.93265993265993
7446,Sohodol,39.93055555555556
137728,Foieni,39.91255465334166
16908,Leresti,39.90911520983694
57582,Feleacu,39.907192575406036
65105,Mereni,39.90521327014218
3397,Blandiana,39.869281045751634
95747,Aroneanu,39.83001172332943
41925,Sanpetru,39.82048143614851
26742,Astileu,39.789687924016285
52909,Garnic,39.786856127886324
54573,Vrani,39.784946236559136
155546,Balint,39.77812995245642
94580,Stefan Voda,39.744952178533474
64041,Bradut,39.72639484978541
19560,Ungheni,39.725400457665906
92177,Zam,39.718934911242606
42464,Sambata De Sus,39.71036585365854
179631,Treznea,39.691943127962084
73852,Radovan,39.69022265246854
116340,Craiesti,39.68705547652916
108366,Oarta De Jos,39.67567567567568
142079,Mesesenii De Jos,39.655846695346106
31262,Suplacu De Barcau,39.64941569282137
87745,Baia De Cris,39.64302489431658
101243,Brazii,39.64165733482643
65113,Arcus,39.63828183873399
39612,Vaculesti,39.632701421800945
119153,Rusii-Munti,39.625850340136054
167696,Oras Baile Olanesti,39.62113127001067
101341,Brezoaele,39.60223307745987
46803,Gheraseni,39.59094229364499
117177,Gornesti,39.580040641228265
73102,Melinesti,39.56631049654305
76406,Ghidigeni,39.55739972337483
167641,Oras Baile Govora,39.5368782161235
162149,Arsura,39.52730236348818
55106,Jichisu De Jos,39.52528379772962
46554,Cozieni,39.51715374841169
103032,Oras Fundulea,39.502602660497395
54485,Valiug,39.49704142011834
104886,Sarulesti,39.48811700182815
178929,Biliesti,39.48393378773125
86446,Cozmeni,39.47528981086028
148131,Dorna-Arini,39.452495974235106
65501,Ulmi,39.44717127357272
81861,Scoarta,39.41326530612245
140547,Cizer,39.37534857780256
126406,Crampoia,39.363542026980284
46313,Cislau,39.36
51751,Bucosnita,39.351851851851855
153473,Olteni,39.345673697804564
15493,Ciofrangeni,39.315352697095435
128374,Oras Potcoava,39.30990685859441
20670,Stefan Cel Mare,39.300980638672364
86188,Tusnad,39.289871944121074
60169,Negreni,39.28934010152284
31422,Soimi,39.28188638799571
143888,Altina,39.24050632911393
129246,Serbanesti,39.227010217681034
105160,Snagov,39.21800947867298
179908,Pietrari,39.21172309247095
132574,Cerasu,39.20803123257111
91731,General Berthelot,39.2
179463,Mogosoaia,39.18879486431281
72677,Goiesti,39.188134270101486
122285,Dobreni,39.18558077436582
67675,Hulubesti,39.181957186544345
63125,Valu Lui Traian,39.169783096484664
26353,Odobesti,39.16269210386857
81987,Schela,39.15194346289753
86501,Satu Mare,39.15181315304241
132805,Cornu,39.111111111111114
122025,Ceahlau,39.1
85984,Simonesti,39.090330788804074
129816,Verguleasa,39.072543617998164
32187,Rosiori,39.071154665530464
6761,Rosia Montana,39.05768383971819
176748,Milcovul,39.04698874917273
107868,Coroieni,39.036827195467424
68921,Tatarani,39.03133903133903
127938,Orlea,39.02173913043478
91795,Vata De Jos,39.02116402116402
108491,Remetea Chioarului,39.006156552330694
71634,Celaru,38.9873417721519
136964,Beltiug,38.93473368342085
143021,Varsolt,38.933764135702745
136250,Olari,38.91493636972538
153865,Radoiesti,38.91317926296065
49046,Rusetu,38.909334225493474
138921,Supur,38.8974914834314
47006,Grebanu,38.89276575947895
114453,Santana De Mures,38.859577922077925
174156,Vladesti,38.85257806826434
89240,Certeju De Sus,38.818737270875765
125123,Valeni,38.815207780725025
72052,Diosti,38.81469115191987
131461,Dumbravesti,38.811544991511035
124750,Tupilati,38.77897117015263
34770,Sieu-Odorhei,38.763750654793085
93085,Ciocanesti,38.75453446191052
178545,Vizantea-Livezi,38.74961312287218
49313,Scortoasa,38.74269005847953
78542,Alimpesti,38.73994638069705
140324,Bocsa,38.73213631366801
107118,Baita De Sub Codru,38.72549019607843
61283,Ciocarlia,38.72529245663574
82047,Slivilesti,38.71724677356277
4240,Daia Romana,38.7109375
139250,Urziceni,38.70192307692308
102525,Darasti-Ilfov,38.69565217391305
31841,Tulca,38.66481223922114
10943,Gurahont,38.66454689984102
34397,Salva,38.65546218487395
49073,Sageata,38.62546616941928
118753,Pasareni,38.618745595489784
168130,Oras Ocnele Mari,38.6098981077147
41382,Maierus,38.60953213817228
25932,Ungureni,38.60737676663219
64568,Moacsa,38.59126984126984
68342,Odobesti,38.587641866330394
171067,Mateesti,38.553259141494436
132137,Aricestii Zeletin,38.552915766738664
173793,Susani,38.538739462063425
157898,Nadrag,38.526315789473685
128052,Perieti,38.51310176721511
127689,Movileni,38.51156069364162
100353,Valea Lupului,38.48241546986317
173533,Stroesti,38.47179031541537
42913,Bordei Verde,38.46153846153846
125132,Draganesti,38.46153846153846
177469,Reghiu,38.45258871436882
105384,Soldanu,38.44054580896686
28335,Ceica,38.439410284070476
81095,Pades,38.434072940576385
45673,Buda,38.42150910667823
139982,Almasu,38.41945288753799
47774,Movila Banului,38.415245737211634
71055,Bradesti,38.39166444028854
138805,Sauca,38.391224862888485
13365,Maracineni,38.39064958417622
172581,Roesti,38.388888888888886
153295,Mereni,38.381845091267884
75258,Munteni,38.37910247823175
130124,Vulpeni,38.372093023255815
20063,Bughea De Sus,38.371116708648195
84344,Ditrau,38.367946297461714
94795,Vladeni,38.35450695704779
98827,Schitu Duca,38.339670468948036
167259,Pogonesti,38.33935018050541
13276,Bradu,38.332155477031804
179891,Raciu,38.32335329341317
72276,Farcas,38.31831831831832
44257,Tudor Vladimirescu,38.30155979202773
160779,Maliuc,38.30065359477124
159071,Traian Vuia,38.29059829059829
64461,Lemnia,38.28682673588579
79157,Borascu,38.28658074298711
34903,Sintereag,38.28647925033467
14272,Balilesti,38.284132841328415
54617,Zavoi,38.27679375562894
105259,Spantov,38.27126181211784
102570,Domnesti,38.263665594855304
37397,George Enescu,38.241308793456035
31510,Suncuius,38.23889115368936
72506,Giubega,38.23529411764706
40768,Cata,38.2295719844358
172812,Runcu,38.22341857335128
3761,Cenade,38.21243523316062
72926,Leu,38.20779220779221
151905,Oras Videle,38.201246660730185
20055,Vulturesti,38.17521561507036
75356,Beresti-Meria,38.14172089660159
122392,Dragomiresti,38.12907045589106
162693,Bogdanesti,38.11696391538781
141535,Horoatu Crasnei,38.10930576070901
124803,Tibucani,38.087823108066026
14450,Barla,38.0859375
71199,Bratovoesti,38.084632516703785
10346,Carand,38.084632516703785
29038,Derna,38.08095952023988
64318,Ghelinta,38.059338521400775
5336,Lupsa,38.02163833075734
88092,Baita,38.01108801108801
55598,Aiton,38.009049773755656
138351,Orasu Nou,38.002552648372685
26840,Oras Stei,38.00237408851959
156311,Cheveresu Mare,38.00205973223481
175590,Ciorasti,37.96536796536797
109924,Oras Baia De Arama,37.92190602250165
68976,Uliesti,37.91615289765721
9026,Bucerdea Granoasa,37.89299503585218
58393,Manastireni,37.89198606271777
78926,Berlesti,37.89039481437831
134755,Predeal-Sarari,37.876299945265465
168675,Berislavesti,37.87313432835821
108035,Dumbravita,37.86644951140065
33275,Galatii Bistritei,37.865055387714
154282,Silistea-Gumesti,37.863070539419084
82430,Oras Tismana,37.8567766193813
83963,Capalnita,37.83132530120482
32704,Budacu De Jos,37.82542113323124
15402,Cetateni,37.75877587758776
116938,Ganesti,37.74373259052925
111989,Grozesti,37.72845953002611
25228,Saucesti,37.719298245614034
142499,Rus,37.71084337349398
29403,Finis,37.70318021201413
15448,Cicanesti,37.70005927682276
133330,Floresti,37.6865671641791
70520,Afumati,37.68602976476236
130231,Vulturesti,37.68432550518842
16472,Dragoslavele,37.66990291262136
121652,Borca,37.65205638154084
26379,Itesti,37.64415156507413
76111,Costache Negri,37.630031659882405
137844,Hodod,37.627268702965914
143450,Municipiul Sibiu,37.627043271817016
41541,Ormenis,37.610619469026545
71812,Cioroiasi,37.593360995850624
129460,Tia Mare,37.57142857142857
45815,C.a. Rosetti,37.55244755244755
8354,Valea Lunga,37.55020080321285
142710,Somes-Odorhei,37.52849977200182
89801,Harau,37.51412429378531
173855,Tetoiu,37.51284686536485
28415,Cetariu,37.49300503637381
128524,Redea,37.461162893919216
17423,Moraresti,37.449392712550605
168309,Amarasti,37.44075829383886
9887,Bata,37.44075829383886
28246,Cefa,37.414965986394556
40544,Beclean,37.414500683994525
57083,Chiuiesti,37.410071942446045
78472,Albeni,37.40820734341253
18778,Stalpeni,37.39639200390054
145382,Rau Sadului,37.391304347826086
64773,Reci,37.38569123184508
105534,Tartasesti,37.38384560400286
73460,Negoi,37.382629107981224
34547,Spermezeu,37.365591397849464
46769,Galbinasi,37.36513344690517
80613,Jupanesti,37.360703812316714
29662,Husasau De Tinca,37.34939759036145
54975,Municipiul Cluj-Napoca,37.344218764899615
162871,Botesti,37.339331619537276
143502,Poplaca,37.32394366197183
34422,Silivasu De Campie,37.32119635890767
67648,Gura Sutii,37.27894364536666
42753,Oras Faurei,37.25791577005841
18411,Recea,37.241379310344826
179695,Simisna,37.23756906077348
137960,Lazuri,37.2336227308603
17619,Musatesti,37.228714524207014
59826,Taga,37.21727210418094
116796,Fantanele,37.21461187214612
48744,Oras Pogoanele,37.21210037813682
75668,Baleni,37.20316622691293
66857,Corbii Mari,37.19845609520746
111863,Gogosu,37.19643406086689
6592,Rametea,37.19101123595506
104751,Radovanu,37.17357910906298
36300,Baluseni,37.16704007966144
52936,Glimboca,37.16699155295647
27329,Balc,37.157602223104405
154344,Slobozia Mandra,37.14063714063714
41471,Moieciu,37.13838936669273
66731,Comisani,37.12296983758701
64719,Poian,37.10374639769452
18527,Rucar,37.09007887090079
7810,Sibot,37.07647628267183
55838,Baciu,37.06690561529271
120502,Madaras,37.06624605678233
77260,Smulti,37.05357142857143
35152,Tarlisua,37.05075954057058
16285,Davidesti,37.044788614483046
49206,Sapoca,37.033121916842845
106461,Oras Tautii-Magheraus,37.017783857729135
178885,Negrilesti,37.01067615658363
67407,Dragomiresti,37.00464607816343
15233,Cateasca,36.98224852071006
42771,Surdila-Greci,36.97478991596638
66152,Branistea,36.96784073506891
27436,Biharia,36.965481710458526
153400,Nasturelu,36.946792640477376
62949,Silistea,36.91389599317988
137130,Bogdand,36.90103000447828
83320,Municipiul Miercurea Ciuc,36.899070190361655
3459,Bucium,36.88
37459,Gorbanesti,36.87258687258687
16427,Dobresti,36.87150837988827
153062,Gratia,36.86255463817387
42968,Ciocile,36.844783715012724
73335,Motatei,36.829268292682926
77153,Schela,36.823679185232336
149931,Pojorata,36.820762368207625
96058,Braesti,36.80192848533547
6976,Salciua,36.8
79237,Branesti,36.78784590341834
179953,Ciceu- Mihaiesti,36.782786885245905
17254,Mihaesti,36.76771814829988
10373,Cermei,36.75675675675676
65431,Razvad,36.75443310048361
42456,Crizbav,36.75429726996967
154497,Storobaneasa,36.73053403995108
132841,Cosminele,36.719706242350064
176551,Jitia,36.695790309769656
179677,Camin,36.69001751313485
74322,Teasc,36.687548942834766
51305,Bania,36.680911680911684
147786,Cornu Luncii,36.66208319009969
180055,Crivat,36.66061705989111
71956,Daneti,36.659029368881484
53577,Prigor,36.65835411471322
45539,Braesti,36.655011655011656
17726,Negrasi,36.65241295051924
153589,Pietrosani,36.64047151277014
109041,Suciu De Sus,36.631779257849665
1151,Oras Abrud,36.6288131819194
26338,Buciumi,36.62670525010335
26804,Municipiul Beius,36.61956402672801
70414,Oras Filiasi,36.611430503889075
148765,Fundu Moldovei,36.60071942446043
31878,Tetchea,36.6
131988,Alunis,36.595425571803524
94330,Salcioara,36.59378596087457
161525,I.c.bratianu,36.58536585365854
142426,Romanasi,36.5721434528774
159446,Padureni,36.57037492317148
60026,Valea Ierii,36.56441717791411
97722,Lungani,36.55939422621864
167222,Ibanesti,36.55536028119508
30274,Osorhei,36.54804270462633
49019,Robeasca,36.53846153846154
122551,Farcasa,36.53386454183267
82243,Stejari,36.52849740932643
65379,Aninoasa,36.5272829551847
59657,Suatu,36.52509652509652
157923,Nitchidorf,36.507936507936506
10827,Felnac,36.49233189146677
127224,Grojdibodu,36.48827952233525
27908,Buduslau,36.48816936488169
140770,Cristolt,36.48780487804878
36373,Braesti,36.47836538461539
17209,Micesti,36.469316031359824
176944,Nereju,36.45504165469693
63553,Comandau,36.45443196004994
171931,Otesani,36.44730786930511
145934,Turnu Rosu,36.44329896907217
97465,Helesteni,36.440677966101696
73068,Malu Mare,36.43824374230611
68002,Manesti,36.4321608040201
55918,Baisoara,36.42857142857143
19631,Valea Danului,36.41045958795563
64997,Varghis,36.40677966101695
179855,Gardani,36.403897254207266
45003,Beceni,36.4019085040696
145499,Oras Saliste,36.40176137555043
70879,Oras Bechet,36.396946564885496
27686,Bratca,36.394557823129254
94562,Stefan Cel Mare,36.390977443609025
105222,Sohatu,36.377245508982035
76004,Corni,36.36363636363637
59586,Sanpaul,36.353529738743745
126166,Carlogani,36.348862405200435
68182,Moroeni,36.33260180443794
12457,Taut,36.32286995515695
177003,Nistoresti,36.320754716981135
128588,Rusanesti,36.31912442396313
47300,Luciu,36.31386861313869
148202,Dorna Candrenilor,36.30952380952381
60455,Oras Eforie,36.29565405874065
19695,Valea Iasului,36.290663286861005
177655,Slobozia Bradului,36.28476084538376
143995,Atel,36.26209977661951
138734,Santau,36.25438157235854
13891,Albestii De Muscel,36.254019292604504
45959,Catina,36.24744376278119
155797,Belint,36.23529411764706
140208,Banisor,36.23456790123457
105776,Valea Dragului,36.20539599651871
144376,Bradeni,36.195286195286194
148729,Frumosu,36.184442097852866
32955,Ciceu-Giurgesti,36.16504854368932
112076,Hinova,36.160137752905726
43652,Movila Miresii,36.14895549500454
51948,Ciclova Romana,36.14008941877794
156589,Curtea,36.12244897959184
144599,Gura Raului,36.11683848797251
52160,Cornereva,36.11349957007739
131210,Oras Busteni,36.094019197637216
51877,Constantin Daicoviciu,36.0875390799464
100969,Balotesti,36.08345833901541
132716,Cocorastii Mislii,36.08210298883687
40303,Oras Predeal,36.069953849890695
24427,Plopana,36.06755126658625
166707,Viisoara,36.0655737704918
49849,Tintesti,36.065121412803535
33122,Chiuza,36.06465997770346
21891,Colonesti,36.03603603603604
54109,Socol,36.032863849765256
101001,Baneasa,36.02693602693603
19007,Suseni,35.99518459069021
174824,Golesti,35.99277046217402
114319,Municipiul Targu Mures,35.989978220642904
99441,Tansa,35.97609561752988
108268,Miresu Mare,35.91476091476091
173686,Sirineasa,35.90956887486856
178750,Vrancioaia,35.90888789638231
87362,Criscior,35.90531816784507
44532,Zavoaia,35.89220089832585
124563,Tasca,35.88208198986642
159437,Parta,35.876288659793815
33364,Ilva Mica,35.875601629026285
119331,Oras Sangeorgiu De Padure,35.861271676300575
93888,Oras Lehliu Gara,35.843660629170635
172082,Pausesti-Maglasi,35.84110743304243
132271,Baltesti,35.825968728755946
167071,Zapodeni,35.82227707497686
26653,Santandrei,35.814653730344595
175019,Oras Odobesti,35.813656668793875
64504,Malnas,35.805330243337195
179944,Runcu Salvei,35.803657362848895
53700,Eftimie Murgu,35.80343213728549
91982,Vetel,35.80298013245033
48771,Posta Calnau,35.78441194149469
59238,Risca,35.77906018136851
39220,Stiubieni,35.77504725897921
27285,Avram Iancu,35.77453987730061
123255,Oniceni,35.77397532829288
150980,Vatra Moldovitei,35.7703081232493
77601,Suhurlui,35.7586512866016
171995,Pausesti,35.75178997613365
35269,Uriu,35.733333333333334
118281,Oras Miercurea Nirajului,35.73110682937273
36499,Calarasi,35.714285714285715
30149,Nojorid,35.710076605774894
158243,Racovita,35.7024106400665
51573,Bozovici,35.70219966159053
107733,Copalnic-Manastur,35.69110966904607
16132,Cuca,35.67501527183873
19141,Suici,35.66326530612245
147937,Darmanesti,35.662299854439595
107485,Botiza,35.65965583173996
162452,Balteni,35.657686212361334
5700,Mihalt,35.63344286235853
166137,Suletea,35.630906058921624
42156,Ungra,35.630153121319196
131540,Oras Sinaia,35.60889443059019
151763,Lita,35.60677328316086
82831,Vladimir,35.60371517027864
101662,Calugareni,35.59964333481944
40214,Oras Ghimbav,35.597463284379174
29154,Dobresti,35.595358224016145
47578,Mihailesti,35.590062111801245
31654,Tauteu,35.58882810250504
137103,Barsau,35.58855885588559
54412,Turnu Ruieni,35.5865522174535
76763,Namoloasa,35.582089552238806
22380,Dofteana,35.577250539221254
127251,Ianca,35.55555555555556
60945,Albesti,35.54376657824934
126978,Falcoiu,35.532331809274986
59880,Unguras,35.53230209281165
76807,Nicoresti,35.527529990772074
53755,Sacu,35.51554828150573
35839,Rachiti,35.507246376811594
147526,Cacica,35.50414167380748
46180,Chiojdu,35.503406510219534
13757,Oras Topoloveni,35.495985495985494
72098,Dobresti,35.482180293501045
125873,Bobicesti,35.45419701034879
13187,Bascov,35.446140135902866
178956,Rastoaca,35.402521823472355
121108,Agapia,35.388513513513516
178313,Valea Sarii,35.38647342995169
112245,Eselnita,35.3735753482482
178689,Vartescoiu,35.364145658263304
103470,Greaca,35.352422907488986
162069,Alexandru Vlahuta,35.32934131736527
59764,Tureni,35.32731376975169
127126,Giuvarasti,35.32284319045035
132011,Apostolache,35.31553398058252
70174,Simnicu De Sus,35.31257002016581
142006,Maeriste,35.30874430169913
42480,Dragus,35.30054644808743
79077,Bolbosi,35.294117647058826
172153,Perisani,35.283893395133255
73031,Maglavit,35.28199845480299
109425,Vima Mica,35.25913338997451
75150,Vanatori,35.24590163934426
1017,Municipiul Alba Iulia,35.24363188832931
117925,Livezeni,35.23809523809524
114382,Sancraiu De Mures,35.21568627450981
9743,Almas,35.20923520923521
33658,Matei,35.204332840965044
179551,Oras Voluntari,35.20247453105934
58856,Panticeu,35.19938650306749
114854,Oras Sovata,35.183654186843036
168791,Budesti,35.18119490695397
129763,Valeni,35.18083607327384
117783,Ideciu De Jos,35.16924842226047
133722,Iordacheanu,35.16826923076923
139287,Valea Vinului,35.16209476309227
49956,Vadu Pasii,35.158857707998514
97679,Letcani,35.14969111357516
67167,Crangurile,35.14018691588785
176506,Jaristea,35.139911634757
179588,Copaceni,35.137318255250406
53130,Luncavita,35.130970724191066
51546,Bolvasnita,35.12797881729921
23494,Motoseni,35.127807900852055
81816,Saulesti,35.12035010940919
127171,Gradinari,35.10806536636795
47630,Manzalesti,35.10752688172043
53274,Mehadia,35.09757539917209
4106,Calnic,35.09485094850948
78828,Barbatesti,35.089020771513354
4525,Garda De Sus,35.08771929824562
150043,Putna,35.08001255098839
129567,Traian,35.06759524784924
53023,Iablanita,35.06643558636626
130295,Calui,35.06600660066007
19793,Vedea,35.055865921787706
152948,Furculesti,35.046210720887245
60632,Limanu,35.04488330341113
146021,Boita,35.04410585404972
33514,Lesu,35.039028620988724
177799,Straoane,35.028823329942355
168041,Oras Horezu,35.026362038664324
82779,Vagiulesti,35.02463054187192
85920,Suseni,35.01899335232669
152528,Ciolanesti,35.01469147894221
25745,Tatarasti,35.002663825253066
71787,Cetate,34.990530303030305
137292,Cauas,34.98995983935743
172279,Pesceana,34.988713318284425
49625,Stalpu,34.98452012383901
146281,Ipotesti,34.98438197233378
56461,Calatele,34.97712252160651
179784,Boranesti,34.9676724137931
77910,Balesti,34.96680366740436
94081,Movila,34.96458467482292
46484,Costesti,34.952900347050075
126585,Daneasa,34.949424485524936
150310,Stroiesti,34.94194484760523
177263,Poiana Cristei,34.940334128878284
100576,Oras Buftea,34.93776376943213
29092,Diosig,34.927880226401314
157031,Gavojdia,34.899615548910724
118691,Panet,34.862200764433716
163208,Cretesti,34.85630066322771
16551,Godeni,34.84723369116433
101902,Ciolpani,34.8467904271975
61620,Cumpana,34.84354628422425
53327,Mehadica,34.83754512635379
73736,Poiana Mare,34.830166954519285
159259,Victor Vlad Delamarina,34.82999128160419
17496,Mosoaia,34.82752259730677
152797,Dracsenei,34.80916030534351
64871,Turia,34.80769230769231
30229,Olcea,34.805072804133395
172894,Salatrucel,34.79977439368302
87576,Oras Hateg,34.79302086897024
97321,Gropnita,34.79117415287628
64194,Cernat,34.77598293203292
93851,Lehliu,34.7718253968254
32483,Oras Beclean,34.766988298090745
95612,Alexandru I. Cuza,34.76169654569305
70502,Oras Segarcea,34.74535935268919
95088,Barnova,34.73867595818815
6048,Noslac,34.721289456010744
78711,Baia De Fier,34.686346863468636
130614,Berceni,34.68627450980392
107519,Budesti,34.6797225622195
46910,Glodeanu-Silistea,34.67770975873245
94688,Valea Ciorii,34.67128027681661
178938,Gologanu,34.6677030703459
26320,Sarata,34.65507876154264
119661,Suplac,34.64651915812196
177726,Slobozia Ciorasti,34.64328899637243
62878,Sacele,34.641548927263216
119625,Stanceni,34.64106844741235
14922,Bughea De Jos,34.6202266051196
85467,Sacel,34.5945945945946
116439,Cuci,34.59244532803181
148514,Forasti,34.58791208791209
14851,Budeasa,34.58646616541353
159847,Beidaud,34.57943925233645
169119,Caineni,34.56924754634678
170792,Lapusata,34.553089382123574
13524,Valea Mare Pravat,34.55039227519614
174085,Valea Mare,34.54724409448819
60534,Oras Techirghiol,34.530386740331494
83785,Atid,34.51208594449418
115851,Breaza,34.509803921568626
125588,Garcov,34.50261780104712
124411,Stefan Cel Mare,34.50177235131942
146744,Municipiul Vatra Dornei,34.497625137011326
6217,Pianu,34.496919917864474
14405,Berevoesti,34.49177877428998
65645,Motaieni,34.488836662749705
7099,Sasciori,34.486308420835904
75613,Balasesti,34.484743811168684
9930,Beliu,34.478577202910266
91688,Turdas,34.47259870359458
134194,Manesti,34.467408585055644
137504,Crucisor,34.46487505893447
9360,Sofronea,34.46166394779772
123709,Poienari,34.44897959183673
83428,Oras Baile Tusnad,34.44691907943578
108473,Poienile De Sub Munte,34.437350359138065
126148,Cilieni,34.42873519296905
180091,Racsa,34.41345365053322
178607,Vanatori,34.39523892875897
19392,Uda,34.37908496732026
105972,Vanatorii Mici,34.3715545755237
50022,Valea Ramnicului,34.369565217391305
93771,Independenta,34.35517970401691
141232,Garbou,34.35462842242503
38848,Romanesti,34.34920634920635
50549,Unguriu,34.348290598290596
38893,Santa Mare,34.34197886647454
46019,Cernatesti,34.33912758281404
45496,Bradeanu,34.33766233766234
97553,Ipatele,34.32494279176201
150445,Saru Dornei,34.32448036951501
88261,Beriu,34.30555555555556
70110,Podari,34.29132452695466
10765,Ususau,34.2911877394636
154665,Tatarastii De Sus,34.284440481497995
13301,Oras Mioveni,34.27739920499716
71858,Ciupercenii Noi,34.25968109339408
63045,Topalu,34.255319148936174
108712,Satulung,34.23821548821549
147884,Crucea,34.237492465340566
45245,Bisoca,34.23057389537836
58259,Jucu,34.22733077905492
96664,Cucuteni,34.22018348623853
174744,Municipiul Focsani,34.21260049393096
35312,Urmenis,34.21052631578947
90994,Romos,34.209354120267264
160564,Izvoarele,34.20899007589025
144964,Merghindeal,34.20634920634921
15983,Cotmeana,34.20365535248042
26118,Vultureni,34.19092755585647
67737,I. L. Caragiale,34.1842397336293
64425,Ilieni,34.177215189873415
129745,Vadastrita,34.173348606338294
138431,Paulesti,34.169603980924734
151816,Nanov,34.16475221529373
38063,Mihai Eminescu,34.16343572919774
93815,Jegalia,34.156259076386874
83133,Municipiul Odorheiu Secuiesc,34.15142097337477
157585,Margina,34.13830954994511
80846,Matasari,34.13664596273292
98649,Probota,34.13361169102296
145738,Seica Mica,34.12322274881517
52115,Cornea,34.11602209944751
97919,Miroslava,34.102150836436394
160644,Jurilovca,34.09655172413793
179221,Oras Bragadiru,34.092304785299255
7348,Sancel,34.09090909090909
178279,Urechesti,34.08888888888889
173935,Tomsani,34.08577878103837
57706,Floresti,34.07783116806075
116126,Chiheru De Jos,34.074662430500396
152038,Babaita,34.064516129032256
32633,Bistrita Bargaului,34.05717427157779
62137,Mereni,34.05288720992984
100549,Slobozia,34.04699738903394
32660,Branistea,34.03755868544601
96904,Dolhesti,34.01965372016846
168372,Oras Babeni,34.01360544217687
99922,Tutora,34.006550218340614
163967,Gherghesti,33.98692810457516
124938,Alexandru Cel Bun,33.971673648513864
55687,Apahida,33.96242601012267
1936,Oras Zlatna,33.95033860045147
48021,Odaile,33.94648829431438
103639,Hotarele,33.93177737881508
95499,Ion Neculce,33.925513698630134
77536,Vladesti,33.92344497607655
101083,Belciugatele,33.92204628501827
16613,Harsesti,33.90297684674752
68431,Poiana,33.90131345402911
93236,Cosambesti,33.90052356020942
41578,Parau,33.90029325513196
117113,Glodeni,33.889283179559975
