Siruta,Localitate,Categorie dominanta
92765,Oras Tandarei,Barbati_45-64
92783,Albesti,Barbati_45-64
92836,Oras Amara,Barbati_45-64
92872,Andrasesti,Barbati_45-64
92907,Balaciu,Barbati_45-64
92961,Borcea,Barbati_45-64
92989,Bordusani,Barbati_45-64
93021,Bucu,Barbati_45-64
93067,Oras Cazanesti,Barbati_45-64
93085,Ciocanesti,Barbati_45-64
93101,Ciochina,Barbati_45-64
93156,Ciulnita,Barbati_45-64
93209,Cocora,Barbati_45-64
93236,Cosambesti,Barbati_45-64
93281,Cuza Voda,Barbati_45-64
93325,Dichiseni,Barbati_45-64
93370,Dor Marunt,Barbati_45-64
93441,Dorobantu,Barbati_45-64
93487,Dragalina,Barbati_45-64
93539,Dragos Voda,Barbati_45-64
93575,Facaeni,Barbati_45-64
93600,Gheorghe Doja,Barbati_45-64
93628,Gheorghe Lazar,Barbati_45-64
93646,Giurgeni,Barbati_45-64
93664,Gradistea,Barbati_45-64
93717,Grindu,Barbati_45-64
93735,Grivita,Barbati_45-64
93771,Independenta,Barbati_45-64
93815,Jegalia,Barbati_45-64
93851,Lehliu,Barbati_45-64
93888,Oras Lehliu Gara,Barbati_45-64
93931,Lupsanu,Barbati_45-64
93995,Mihail Kogalniceanu,Barbati_45-64
94045,Milosesti,Barbati_45-64
94081,Movila,Barbati_45-64
94107,Munteni-Buzau,Barbati_45-64
94125,Alexandru Odobescu,Barbati_45-64
94161,Perieti,Barbati_45-64
94223,Perisoru,Barbati_45-64
94269,Reviga,Barbati_45-64
94312,Roseti,Barbati_45-64
94330,Salcioara,Barbati_45-64
94376,Saveni,Barbati_45-64
94429,Scanteia,Barbati_45-64
94456,Sfantu Gheorghe,Barbati_45-64
94492,Stelnica,Barbati_45-64
94535,Suditi,Barbati_45-64
94562,Stefan Cel Mare,Barbati_45-64
94580,Stefan Voda,Barbati_45-64
94606,Ulmu,Femei_65_
94651,Unirea,Barbati_45-64
94688,Valea Ciorii,Barbati_45-64
94731,Valcelele,Barbati_45-64
94768,Vlad Tepes,Barbati_45-64
94795,Vladeni,Barbati_45-64
95060,Municipiul Iasi,Femei_45-64
95088,Barnova,Barbati_45-64
95159,Holboca,Barbati_45-64
95239,Rediu,Barbati_45-64
95293,Tomesti,Barbati_45-64
95355,Oras Harlau,Barbati_45-64
95391,Municipiul Pascani,Barbati_45-64
95471,Oras Targu Frumos,Barbati_45-64
95499,Ion Neculce,Barbati_45-64
95612,Alexandru I. Cuza,Barbati_45-64
95667,Andrieseni,Barbati_45-64
95747,Aroneanu,Barbati_45-64
95792,Baltati,Barbati_45-64
95872,Belcesti,Barbati_45-64
95943,Bivolari,Barbati_45-64
96003,Ungheni,Barbati_45-64
96058,Braesti,Barbati_45-64
96110,Butea,Barbati_45-64
96147,Ceplenita,Barbati_45-64
96192,Ciortesti,Barbati_45-64
96254,Ciurea,Barbati_45-64
96334,Coarnele Caprei,Barbati_45-64
96370,Comarna,Barbati_45-64
96423,Costuleni,Barbati_45-64
96478,Cotnari,Barbati_45-64
96593,Cozmesti,Barbati_45-64
96637,Cristesti,Barbati_45-64
96664,Cucuteni,Barbati_45-64
96717,Dagata,Barbati_45-64
96815,Deleni,Femei_45-64
96888,Dobrovat,Barbati_45-64
96904,Dolhesti,Barbati_45-64
96940,Dumesti,Barbati_45-64
97009,Erbiceni,Barbati_45-64
97063,Focuri,Barbati_45-64
97090,Golaiesti,Barbati_45-64
97189,Gorban,Barbati_45-64
97241,Grajduri,Barbati_45-64
97321,Gropnita,Barbati_45-64
97394,Grozesti,Barbati_45-64
97438,Halaucesti,Barbati_45-64
97465,Helesteni,Barbati_45-64
97517,Horlesti,Barbati_45-64
97553,Ipatele,Barbati_45-64
97606,Lespezi,Barbati_45-64
97679,Letcani,Barbati_45-64
97722,Lungani,Barbati_45-64
97777,Madarjac,Barbati_45-64
97811,Mircesti,Barbati_45-64
97875,Mironeasa,Barbati_45-64
97919,Miroslava,Barbati_45-64
98051,Miroslovesti,Barbati_45-64
98113,Mogosesti,Barbati_45-64
98168,Mogosesti-Siret,Barbati_45-64
98202,Mosna,Barbati_45-64
98220,Motca,Barbati_45-64
98257,Movileni,Barbati_45-64
98300,Oteleni,Barbati_45-64
98337,Plugari,Barbati_45-64
98373,Oras Podu Iloaiei,Barbati_45-64
98435,Popesti,Barbati_45-64
98505,Popricani,Barbati_45-64
98603,Prisacani,Barbati_45-64
98649,Probota,Barbati_45-64
98685,Raducaneni,Barbati_45-64
98738,Romanesti,Barbati_45-64
98774,Ruginoasa,Barbati_45-64
98827,Schitu Duca,Barbati_45-64
98916,Scanteia,Barbati_45-64
98998,Scobinti,Barbati_45-64
99058,Sinesti,Barbati_45-64
99101,Siretel,Barbati_45-64
99165,Stolniceni-Prajescu,Barbati_45-64
99209,Strunga,Barbati_45-64
99290,Scheia,Barbati_45-64
99370,Sipote,Barbati_45-64
99441,Tansa,Barbati_45-64
99478,Tatarusi,Barbati_45-64
99539,Todiresti,Barbati_45-64
99600,Trifesti,Barbati_45-64
99673,Tibana,Barbati_45-64
99780,Tibanesti,Barbati_45-64
99879,Tiganasi,Barbati_45-64
99922,Tutora,Barbati_45-64
99968,Valea Seaca,Barbati_45-64
100004,Victoria,Barbati_45-64
100086,Vanatori,Barbati_45-64
100148,Vladeni,Barbati_45-64
100219,Voinesti,Barbati_45-64
100273,Bals,Barbati_45-64
100282,Costesti,Barbati_45-64
100308,Draguseni,Barbati_45-64
100317,Fantanele,Barbati_45-64
100326,Harmanesti,Barbati_45-64
100335,Rachiteni,Barbati_45-64
100344,Roscani,Barbati_45-64
100353,Valea Lupului,Barbati_35-44
100362,Ciohorani,Barbati_45-64
100521,Municipiul Giurgiu,Barbati_45-64
100549,Slobozia,Barbati_45-64
100576,Oras Buftea,Femei_45-64
100610,Municipiul Oltenita,Barbati_45-64
100638,Mitreni,Barbati_45-64
100683,Municipiul Urziceni,Barbati_45-64
100709,Ciocarlia,Barbati_45-64
100736,Manasia,Barbati_45-64
100754,Adancata,Barbati_45-64
100781,Adunatii-Copaceni,Barbati_45-64
100834,Afumati,Barbati_45-64
100852,Alexeni,Barbati_45-64
100870,Armasesti,Barbati_45-64
100923,Axintele,Barbati_45-64
100969,Balotesti,Barbati_45-64
101001,Baneasa,Barbati_45-64
101056,Barcanesti,Barbati_45-64
101083,Belciugatele,Barbati_45-64
101145,Berceni,Barbati_45-64
101163,Bolintin-Deal,Barbati_45-64
101190,Oras Bolintin-Vale,Barbati_45-64
101243,Brazii,Barbati_45-64
101298,Branesti,Barbati_45-64
101341,Brezoaele,Barbati_45-64
101378,Bucsani,Barbati_45-64
101458,Oras Budesti,Barbati_45-64
101519,Bulbucata,Barbati_45-64
101564,Butimanu,Barbati_45-64
101617,Buturugeni,Barbati_45-64
101662,Calugareni,Barbati_45-64
101724,Cascioarele,Barbati_45-64
101742,Cernica,Barbati_45-64
101804,Chirnogi,Barbati_45-64
101822,Chiselet,Barbati_45-64
101840,Ciocanesti,Barbati_45-64
101902,Ciolpani,Barbati_45-64
101957,Ciorogarla,Barbati_45-64
101984,Clejani,Barbati_45-64
102035,Clinceni,Barbati_45-64
102071,Colibasi,Barbati_45-64
102106,Comana,Barbati_45-64
102160,Corbeanca,Barbati_45-64
102213,Cornetu,Barbati_45-64
102240,Cosereni,Barbati_45-64
102286,Crevedia,Barbati_45-64
102348,Crevedia Mare,Barbati_45-64
102419,Curcani,Barbati_45-64
102446,Daia,Barbati_45-64
102473,Dascalu,Barbati_45-64
102525,Darasti-Ilfov,Barbati_45-64
102543,1 Decembrie,Barbati_45-64
102570,Domnesti,Barbati_45-64
102605,Dragomiresti-Vale,Barbati_45-64
102641,Dragoesti,Barbati_45-64
102703,Dridu,Barbati_45-64
102749,Oras Fierbinti-Targ,Barbati_45-64
102794,Floresti-Stoenesti,Barbati_45-64
102838,Frasinet,Barbati_45-64
102909,Fratesti,Barbati_45-64
102945,Frumusani,Barbati_45-64
103014,Fundeni,Barbati_45-64
103032,Oras Fundulea,Barbati_45-64
103087,Gaiseni,Barbati_45-64
103130,Ganeasa,Barbati_45-64
103194,Gaujani,Barbati_45-64
103238,Ghimpati,Femei_65_
103283,Garbovi,Barbati_45-64
103309,Gogosari,Barbati_45-64
103354,Gostinu,Femei_65_
103372,Gostinari,Barbati_45-64
103407,Gradinari,Barbati_45-64
103443,Gradistea,Barbati_45-64
103470,Greaca,Barbati_45-64
103513,Gruiu,Barbati_45-64
103568,Gurbanesti,Barbati_45-64
103639,Hotarele,Barbati_45-64
103693,Iepuresti,Barbati_45-64
103764,Ileana,Barbati_45-64
103862,Ion Roata,Barbati_45-64
103899,Izvoarele,Barbati_45-64
103960,Jilavele,Barbati_45-64
103997,Joita,Barbati_45-64
104047,Letca Noua,Barbati_45-64
104083,Luica,Barbati_45-64
104118,Mihai Bravu,Femei_45-64
104136,Oras Mihailesti,Barbati_45-64
104181,Manastirea,Barbati_45-64
104225,Marsa,Barbati_45-64
104243,Moara Vlasiei,Barbati_45-64
104270,Movilita,Barbati_45-64
104323,Nana,Barbati_45-64
104341,Nicolae Balcescu,Barbati_45-64
104387,Niculesti,Barbati_45-64
104421,Nuci,Barbati_45-64
104485,Ogrezeni,Barbati_45-64
104519,Oinacu,Barbati_45-64
104546,Peris,Barbati_45-64
104582,Petrachioaia,Barbati_45-64
104635,Plataresti,Barbati_45-64
104680,Prundu,Barbati_45-64
104715,Putineiu,Femei_45-64
104751,Radovanu,Barbati_45-64
104788,Rasuceni,Femei_65_
104831,Roata De Jos,Barbati_45-64
104886,Sarulesti,Barbati_45-64
104975,Schitu,Barbati_45-64
105026,Sinesti,Barbati_45-64
105106,Singureni,Barbati_45-64
105142,Slobozia Moara,Barbati_45-64
105160,Snagov,Barbati_45-64
105222,Sohatu,Barbati_45-64
105259,Spantov,Barbati_45-64
105295,Stanesti,Barbati_45-64
105348,Stoenesti,Barbati_45-64
105384,Soldanu,Barbati_45-64
105419,Stefanestii De Jos,Barbati_45-64
105455,Tamadau Mare,Barbati_45-64
105534,Tartasesti,Barbati_45-64
105570,Tunari,Barbati_45-64
105605,Ulmeni,Barbati_45-64
105623,Ulmi,Barbati_45-64
105712,Valea Argovei,Barbati_45-64
105776,Valea Dragului,Barbati_45-64
105794,Valea Macrisului,Barbati_65_
105829,Vasilati,Barbati_45-64
105874,Varasti,Barbati_45-64
105909,Vedea,Barbati_45-64
105936,Vidra,Barbati_45-64
105972,Vanatorii Mici,Barbati_45-64
106318,Municipiul Baia Mare,Femei_45-64
106363,Grosi,Barbati_45-64
106407,Recea,Barbati_45-64
106461,Oras Tautii-Magheraus,Barbati_45-64
106559,Municipiul Sighetu Marmatiei,Barbati_45-64
106620,Sarasau,Barbati_45-64
106648,Vadu Izei,Barbati_45-64
106684,Oras Baia Sprie,Barbati_45-64
106746,Oras Borsa,Barbati_45-64
106782,Oras Cavnic,Barbati_45-64
106817,Oras Targu Lapus,Barbati_45-64
106979,Oras Viseu De Sus,Barbati_45-64
107001,Ardusat,Barbati_45-64
107047,Arinis,Femei_45-64
107083,Asuaju De Sus,Barbati_45-64
107118,Baita De Sub Codru,Barbati_45-64
107154,Baiut,Barbati_45-64
107190,Basesti,Barbati_45-64
107234,Bicaz,Barbati_45-64
107270,Bistra,Barbati_45-64
107314,Barsana,Barbati_45-64
107350,Bocicoiu Mare,Barbati_45-64
107403,Bogdan Voda,Barbati_65_
107430,Boiu Mare,Barbati_45-64
107485,Botiza,Barbati_45-64
107519,Budesti,Barbati_45-64
107546,Calinesti,Barbati_45-64
107582,Cernesti,Barbati_45-64
107662,Cicarlau,Barbati_45-64
107715,Campulung La Tisa,Barbati_45-64
107733,Copalnic-Manastur,Barbati_45-64
107868,Coroieni,Barbati_45-64
107920,Cupseni,Barbati_45-64
107975,Desesti,Femei_45-64
108017,Oras Dragomiresti,Barbati_45-64
108035,Dumbravita,Barbati_45-64
108106,Farcasa,Barbati_45-64
108151,Giulesti,Barbati_45-64
108204,Ieud,Barbati_45-64
108222,Lapus,Barbati_45-64
108240,Leordina,Barbati_45-64
108268,Miresu Mare,Barbati_45-64
108348,Moisei,Barbati_45-64
108366,Oarta De Jos,Barbati_45-64
108400,Ocna Sugatag,Barbati_45-64
108455,Petrova,Barbati_45-64
108473,Poienile De Sub Munte,Barbati_45-64
108491,Remetea Chioarului,Barbati_45-64
108552,Remeti,Barbati_45-64
108598,Repedea,Barbati_45-64
108614,Rona De Jos,Barbati_45-64
108632,Rona De Sus,Barbati_45-64
108669,Rozavlea,Barbati_45-64
108696,Ruscova,Barbati_45-64
108712,Satulung,Barbati_45-64
108794,Sacalaseni,Barbati_45-64
108874,Sacel,Barbati_45-64
108892,Oras Salistea De Sus,Barbati_45-64
108918,Salsig,Barbati_45-64
108945,Sapanta,Barbati_45-64
108963,Oras Seini,Barbati_45-64
109005,Stramtura,Barbati_45-64
109041,Suciu De Sus,Barbati_45-64
109096,Sisesti,Barbati_45-64
109176,Oras Somcuta Mare,Barbati_45-64
109265,Oras Ulmeni,Femei_45-64
109354,Valea Chioarului,Barbati_45-64
109425,Vima Mica,Barbati_45-64
109504,Viseu De Jos,Barbati_45-64
109773,Municipiul Drobeta-Turnu Severin,Femei_45-64
109826,Simian,Barbati_45-64
109924,Oras Baia De Arama,Barbati_45-64
110027,Obarsia-Closani,Barbati_45-64
110063,Municipiul Orsova,Barbati_45-64
110116,Oras Strehaia,Barbati_45-64
110232,Oras Vanju Mare,Barbati_45-64
110296,Bala,Barbati_45-64
110456,Balta,Femei_45-64
110535,Balacita,Barbati_45-64
110571,Bacles,Femei_65_
110688,Balvanesti,Barbati_45-64
110740,Breznita-Motru,Barbati_45-64
110820,Breznita-Ocol,Barbati_45-64
110875,Brosteni,Barbati_45-64
110946,Burila Mare,Barbati_45-64
111006,Butoiesti,Barbati_45-64
111097,Cazanesti,Barbati_45-64
111220,Ciresu,Barbati_45-64
111275,Corcova,Barbati_45-64
111417,Corlatel,Barbati_45-64
111444,Cujmir,Barbati_45-64
111480,Devesel,Barbati_45-64
111550,Darvari,Barbati_45-64
111587,Dumbrava,Barbati_45-64
111685,Floresti,Barbati_45-64
111783,Garla Mare,Barbati_45-64
111818,Godeanu,Barbati_45-64
111863,Gogosu,Barbati_45-64
111916,Greci,Barbati_45-64
111989,Grozesti,Barbati_45-64
112030,Gruia,Barbati_45-64
112076,Hinova,Barbati_45-64
112129,Husnicioara,Barbati_45-64
112245,Eselnita,Barbati_45-64
112263,Ilovat,Barbati_45-64
112334,Ilovita,Barbati_45-64
112370,Isverna,Barbati_45-64
112469,Izvoru Barzii,Barbati_45-64
112548,Jiana,Barbati_45-64
112600,Livezile,Barbati_45-64
112664,Malovat,Barbati_45-64
112744,Obarsia De Camp,Barbati_45-64
112771,Oprisor,Barbati_45-64
112806,Padina,Barbati_45-64
112879,Patulele,Barbati_45-64
112904,Dubova,Barbati_45-64
112959,Podeni,Barbati_45-64
112995,Ponoarele,Barbati_45-64
113153,Poroina Mare,Barbati_45-64
113206,Pristol,Femei_65_
113233,Prunisor,Barbati_45-64
113395,Punghina,Barbati_45-64
113466,Rogova,Barbati_45-64
113493,Salcia,Barbati_45-64
113518,Stangaceaua,Barbati_45-64
113607,Svinita,Barbati_45-64
113625,Sisesti,Barbati_45-64
113698,Sovarna,Barbati_45-64
113732,Tamna,Barbati_45-64
113849,Vanatori,Barbati_45-64
113894,Vanjulet,Barbati_45-64
113929,Vladaia,Barbati_45-64
113974,Voloiac,Barbati_45-64
114060,Branistea,Barbati_45-64
114079,Vrata,Barbati_45-64
114319,Municipiul Targu Mures,Femei_45-64
114355,Cristesti,Barbati_45-64
114382,Sancraiu De Mures,Barbati_45-64
114417,Sangeorgiu De Mures,Barbati_45-64
114453,Santana De Mures,Femei_45-64
114514,Municipiul Sighisoara,Barbati_45-64
114603,Albesti,Barbati_45-64
114710,Oras Ludus,Barbati_45-64
114809,Municipiul Reghin,Barbati_45-64
114854,Oras Sovata,Barbati_45-64
114925,Municipiul Tarnaveni,Barbati_45-64
114970,Acatari,Femei_45-64
115076,Adamus,Barbati_45-64
115147,Alunis,Barbati_45-64
115183,Apold,Barbati_45-64
115236,Atintis,Barbati_45-64
115307,Bahnea,Barbati_45-64
115389,Band,Barbati_45-64
115520,Batos,Barbati_45-64
115575,Bagaciu,Barbati_45-64
115600,Bala,Barbati_45-64
115637,Balauseri,Barbati_45-64
115708,Beica De Jos,Barbati_45-64
115771,Bichis,Barbati_45-64
115824,Bogata,Barbati_45-64
115851,Breaza,Barbati_45-64
115897,Brancovenesti,Barbati_45-64
115959,Ceuasu De Campie,Barbati_45-64
116046,Chetani,Barbati_45-64
116126,Chiheru De Jos,Barbati_45-64
116171,Coroisanmartin,Barbati_45-64
116224,Cozma,Barbati_45-64
116288,Craciunesti,Barbati_45-64
116340,Craiesti,Barbati_45-64
116395,Cucerdea,Barbati_45-64
116439,Cuci,Barbati_45-64
116493,Danes,Barbati_45-64
116545,Deda,Barbati_45-64
116590,Eremitu,Femei_45-64
116652,Ernei,Barbati_45-64
116723,Faragau,Barbati_45-64
116796,Fantanele,Barbati_45-64
116867,Galesti,Barbati_45-64
116938,Ganesti,Femei_45-64
116983,Gheorghe Doja,Barbati_45-64
117042,Ghindari,Barbati_45-64
117113,Glodeni,Barbati_45-64
117177,Gornesti,Barbati_45-64
117275,Grebenisu De Campie,Barbati_45-64
117319,Gurghiu,Barbati_45-64
117426,Hodac,Barbati_45-64
117505,Hodosa,Barbati_45-64
117550,Ibanesti,Barbati_45-64
117667,Iclanzel,Barbati_45-64
117783,Ideciu De Jos,Barbati_45-64
117827,Oras Iernut,Barbati_45-64
117925,Livezeni,Barbati_45-64
117998,Lunca,Barbati_45-64
118058,Lunca Bradului,Barbati_45-64
118094,Magherani,Femei_65_
118209,Mica,Barbati_45-64
118281,Oras Miercurea Nirajului,Femei_45-64
118370,Mihesu De Campie,Barbati_45-64
118469,Nades,Barbati_45-64
118511,Neaua,Femei_45-64
118575,Ogra,Barbati_45-64
118637,Papiu Ilarian,Barbati_45-64
118691,Panet,Barbati_45-64
118753,Pasareni,Barbati_45-64
118799,Petelea,Barbati_45-64
118824,Pogaceaua,Barbati_45-64
118931,Rastolita,Barbati_45-64
118995,Raciu,Barbati_45-64
119153,Rusii-Munti,Barbati_45-64
119206,Saschiz,Barbati_45-64
119242,Oras Sarmasu,Barbati_45-64
119331,Oras Sangeorgiu De Padure,Barbati_45-64
119386,Sanger,Barbati_45-64
119466,Sanpaul,Barbati_45-64
119527,Sanpetru De Campie,Barbati_45-64
119590,Solovastru,Barbati_45-64
119625,Stanceni,Barbati_45-64
119661,Suplac,Barbati_45-64
119723,Suseni,Femei_45-64
119750,Saulia,Barbati_45-64
119803,Sincai,Barbati_45-64
119858,Taureni,Barbati_45-64
119894,Oras Ungheni,Barbati_45-64
119974,Valea Larga,Barbati_45-64
120076,Vargata,Barbati_45-64
120138,Vatava,Barbati_45-64
120174,Vetca,Femei_65_
120218,Viisoara,Barbati_45-64
120254,Vanatori,Femei_45-64
120316,Voivodeni,Barbati_45-64
120343,Zagar,Barbati_45-64
120370,Zau De Campie,Barbati_45-64
120478,Chibed,Barbati_45-64
120487,Corunca,Barbati_45-64
120496,Sarateni,Barbati_45-64
120502,Madaras,Barbati_45-64
120511,Bereni,Barbati_45-64
120726,Municipiul Piatra-Neamt,Femei_45-64
120771,Dumbrava Rosie,Barbati_45-64
120824,Savinesti,Femei_45-64
120860,Municipiul Roman,Femei_45-64
120888,Cordun,Femei_45-64
120922,Horia,Barbati_45-64
120968,Oras Bicaz,Barbati_45-64
121055,Oras Targu Neamt,Femei_45-64
121108,Agapia,Femei_45-64
121153,Bahna,Barbati_45-64
121242,Baltatesti,Barbati_45-64
121297,Bicaz-Chei,Barbati_45-64
121340,Bicazu Ardelean,Barbati_45-64
121386,Bira,Barbati_45-64
121466,Bargauani,Barbati_45-64
121607,Bodesti,Barbati_45-64
121652,Borca,Barbati_45-64
121732,Borlesti,Barbati_45-64
121796,Botesti,Barbati_45-64
121876,Bozieni,Barbati_45-64
121938,Brusturi,Barbati_45-64
122025,Ceahlau,Barbati_45-64
122061,Candesti,Barbati_45-64
122132,Costisa,Barbati_45-64
122187,Cracaoani,Barbati_45-64
122249,Damuc,Barbati_45-64
122285,Dobreni,Barbati_45-64
122347,Doljesti,Barbati_45-64
122392,Dragomiresti,Barbati_45-64
122463,Dulcesti,Barbati_45-64
122551,Farcasa,Barbati_45-64
122613,Faurei,Barbati_45-64
122668,Gheraesti,Barbati_45-64
122702,Girov,Barbati_45-64
122828,Garcina,Barbati_45-64
122864,Grinties,Barbati_45-64
122908,Grumazesti,Barbati_45-64
122953,Hangu,Barbati_45-64
123013,Icusesti,Barbati_45-64
123102,Ion Creanga,Barbati_45-64
123175,Margineni,Barbati_45-64
123228,Moldoveni,Barbati_45-64
123255,Oniceni,Barbati_45-64
123371,Pastraveni,Barbati_45-64
123424,Petricani,Barbati_45-64
123479,Piatra Soimului,Barbati_45-64
123521,Pipirig,Barbati_45-64
123601,Pangarati,Barbati_45-64
123674,Podoleni,Barbati_45-64
123709,Poienari,Barbati_45-64
123790,Poiana Teiului,Barbati_45-64
123914,Raucesti,Barbati_45-64
123969,Razboieni,Barbati_45-64
124028,Rediu,Barbati_45-64
124073,Romani,Barbati_45-64
124117,Oras Roznov,Barbati_45-64
124153,Sagna,Barbati_45-64
124206,Sabaoani,Barbati_45-64
124233,Secuieni,Barbati_45-64
124331,Stanita,Barbati_45-64
124411,Stefan Cel Mare,Barbati_45-64
124493,Tarcau,Barbati_45-64
124563,Tasca,Femei_45-64
124616,Tazlau,Barbati_45-64
124634,Tamaseni,Femei_45-64
124661,Timisesti,Barbati_45-64
124723,Trifesti,Barbati_45-64
124750,Tupilati,Barbati_45-64
124803,Tibucani,Barbati_45-64
124849,Urecheni,Barbati_45-64
124885,Valea Ursului,Barbati_45-64
124938,Alexandru Cel Bun,Barbati_45-64
125016,Vanatori-Neamt,Barbati_45-64
125061,Zanesti,Barbati_45-64
125098,Dochia,Barbati_45-64
125105,Ruginoasa,Barbati_45-64
125114,Ghindaoani,Barbati_45-64
125123,Valeni,Barbati_45-64
125132,Draganesti,Barbati_45-64
125141,Pancesti,Barbati_45-64
125150,Gadinti,Barbati_45-64
125169,Negresti,Barbati_45-64
125178,Boghicea,Barbati_45-64
125347,Municipiul Slatina,Femei_45-64
125374,Slatioara,Barbati_45-64
125418,Oras Bals,Femei_45-64
125472,Municipiul Caracal,Barbati_45-64
125490,Draghiceni,Barbati_45-64
125542,Oras Corabia,Barbati_45-64
125588,Garcov,Barbati_45-64
125622,Oras Draganesti-Olt,Barbati_45-64
125659,Babiciu,Barbati_45-64
125677,Baldovinesti,Barbati_45-64
125757,Barasti,Barbati_45-64
125846,Barza,Barbati_45-64
125873,Bobicesti,Barbati_45-64
125962,Brastavatu,Barbati_45-64
125999,Brebeni,Barbati_45-64
126022,Brancoveni,Barbati_45-64
126077,Bucinisu,Barbati_45-64
126102,Cezieni,Barbati_45-64
126148,Cilieni,Barbati_45-64
126166,Carlogani,Barbati_45-64
126228,Colonesti,Barbati_45-64
126326,Corbu,Barbati_45-64
126380,Coteana,Barbati_45-64
126406,Crampoia,Barbati_45-64
126433,Curtisoara,Barbati_45-64
126503,Cungrea,Barbati_45-64
126585,Daneasa,Barbati_45-64
126647,Deveselu,Barbati_45-64
126674,Dobretu,Barbati_45-64
126718,Dobrosloveni,Barbati_45-64
126772,Dobroteasa,Barbati_45-64
126825,Dobrun,Barbati_45-64
126905,Fagetelu,Barbati_45-64
126978,Falcoiu,Barbati_45-64
127019,Farcasele,Barbati_45-64
127064,Ganeasa,Barbati_45-64
127126,Giuvarasti,Barbati_45-64
127144,Gostavatu,Barbati_45-64
127171,Gradinari,Barbati_45-64
127224,Grojdibodu,Barbati_45-64
127251,Ianca,Barbati_45-64
127288,Iancu Jianu,Barbati_45-64
127322,Icoana,Barbati_45-64
127368,Izbiceni,Barbati_45-64
127386,Izvoarele,Barbati_45-64
127411,Leleasca,Barbati_45-64
127493,Maruntei,Barbati_45-64
127536,Mihaesti,Barbati_45-64
127563,Milcov,Barbati_45-64
127625,Morunglav,Barbati_45-64
127689,Movileni,Barbati_45-64
127714,Nicolae Titulescu,Femei_65_
127750,Obarsia,Barbati_45-64
127812,Oboga,Barbati_45-64
127858,Oporelu,Barbati_45-64
127901,Optasi-Magura,Barbati_45-64
127938,Orlea,Barbati_45-64
127983,Osica De Sus,Barbati_45-64
128052,Perieti,Barbati_45-64
128105,Oras Piatra-Olt,Barbati_45-64
128178,Parscoveni,Barbati_45-64
128221,Plesoiu,Barbati_45-64
128301,Poboru,Barbati_45-64
128374,Oras Potcoava,Barbati_45-64
128436,Priseaca,Barbati_45-64
128472,Radomiresti,Barbati_45-64
128524,Redea,Barbati_45-64
128560,Rotunda,Barbati_45-64
128588,Rusanesti,Barbati_45-64
128613,Scarisoara,Barbati_45-64
128659,Schitu,Barbati_45-64
128711,Oras Scornicesti,Barbati_45-64
128864,Seaca,Barbati_45-64
128882,Samburesti,Barbati_45-64
128962,Spineni,Barbati_45-64
129040,Sprancenata,Barbati_45-64
129095,Stoenesti,Barbati_45-64
129111,Stoicanesti,Barbati_45-64
129139,Strejesti,Barbati_45-64
129184,Studina,Barbati_45-64
129246,Serbanesti,Barbati_45-64
129282,Stefan Cel Mare,Femei_65_
129317,Tatulesti,Barbati_45-64
129380,Teslui,Barbati_45-64
129460,Tia Mare,Barbati_45-64
129503,Topana,Femei_65_
129567,Traian,Barbati_45-64
129585,Tufeni,Barbati_45-64
129629,Urzica,Barbati_45-64
129656,Valea Mare,Barbati_45-64
129718,Vadastra,Barbati_45-64
129745,Vadastrita,Barbati_45-64
129763,Valeni,Barbati_45-64
129816,Verguleasa,Barbati_45-64
129898,Visina,Barbati_45-64
129914,Vitomiresti,Barbati_45-64
129987,Valcele,Barbati_45-64
130026,Vladila,Barbati_45-64
130062,Voineasa,Barbati_45-64
130124,Vulpeni,Barbati_45-64
130231,Vulturesti,Barbati_45-64
130286,Balteni,Barbati_45-64
130295,Calui,Femei_45-64
130302,Gavanesti,Femei_45-64
130311,Ghimpeteni,Barbati_45-64
130320,Gradinile,Barbati_45-64
130339,Gura Padinii,Barbati_45-64
130348,Ipotesti,Barbati_45-64
130357,Osica De Jos,Barbati_45-64
130366,Sarbii - Magura,Barbati_45-64
130375,Visina Noua,Barbati_45-64
130384,Soparlita,Barbati_45-64
130534,Municipiul Ploiesti,Femei_45-64
130552,Barcanesti,Barbati_45-64
130614,Berceni,Barbati_45-64
130678,Blejoi,Barbati_45-64
130712,Brazi,Barbati_45-64
130785,Bucov,Barbati_45-64
130847,Paulesti,Barbati_45-64
130892,Targsoru Vechi,Barbati_45-64
130954,Oras Azuga,Femei_45-64
130981,Oras Baicoi,Barbati_45-64
131069,Oras Boldesti-Scaeni,Barbati_45-64
131103,Oras Breaza,Femei_45-64
131210,Oras Busteni,Barbati_45-64
131256,Municipiul Campina,Femei_45-64
131274,Poiana Campina,Femei_45-64
131336,Oras Comarnic,Barbati_45-64
131407,Oras Mizil,Femei_45-64
131443,Oras Plopeni,Barbati_45-64
131461,Dumbravesti,Barbati_45-64
131540,Oras Sinaia,Femei_45-64
131577,Oras Slanic,Barbati_45-64
131620,Oras Urlati,Barbati_45-64
131817,Oras Valenii De Munte,Femei_45-64
131835,Gura Vitioarei,Barbati_45-64
131899,Adunati,Barbati_45-64
131933,Albesti-Paleologu,Barbati_45-64
131988,Alunis,Barbati_45-64
132011,Apostolache,Barbati_45-64
132075,Aricestii Rahtivani,Barbati_45-64
132137,Aricestii Zeletin,Barbati_45-64
132164,Baba Ana,Barbati_45-64
