Code,City,County
69526,Voinesti,db
69615,Vulcana-Bai,db
69900,Municipiul Craiova,dj
69964,Bucovat,dj
70094,Isalnita,dj
70110,Podari,dj
70174,Simnicu De Sus,dj
70316,Municipiul Bailesti,dj
70352,Municipiul Calafat,dj
70414,Oras Filiasi,dj
70502,Oras Segarcea,dj
70520,Afumati,dj
70566,Almaj,dj
70637,Amarastii De Jos,dj
70673,Amarastii De Sus,dj
70726,Apele Vii,dj
70744,Argetoaia,dj
70879,Oras Bechet,dj
70897,Bistret,dj
70940,Barca,dj
70968,Botosesti-Paia,dj
70986,Brabova,dj
71055,Bradesti,dj
71126,Bralostita,dj
71199,Bratovoesti,dj
71260,Breasta,dj
71340,Bulzesti,dj
71457,Calopar,dj
71518,Caraula,dj
71536,Carpen,dj
71572,Castranova,dj
71607,Calarasi,dj
71634,Celaru,dj
71698,Cerat,dj
71723,Cernatesti,dj
71787,Cetate,dj
71812,Cioroiasi,dj
71858,Ciupercenii Noi,dj
71885,Cosoveni,dj
71910,Cotofenii Din Dos,dj
71956,Daneti,dj
72007,Oras Dabuleni,dj
72034,Desa,dj
72052,Diosti,dj
72098,Dobresti,dj
72150,Dragotesti,dj
72221,Dranic,dj
72276,Farcas,dj
72383,Galicea Mare,dj
72409,Ghercesti,dj
72463,Gighera,dj
72506,Giubega,dj
72533,Giurgita,dj
72579,Gangiova,dj
72604,Gogosu,dj
72640,Goicea,dj
72677,Goiesti,dj
72819,Grecesti,dj
72882,Izvoare,dj
72926,Leu,dj
72953,Lipovu,dj
72980,Macesu De Jos,dj
73013,Macesu De Sus,dj
73031,Maglavit,dj
73068,Malu Mare,dj
73102,Melinesti,dj
73246,Mischii,dj
73317,Marsani,dj
73335,Motatei,dj
73371,Murgasi,dj
73460,Negoi,dj
73503,Orodel,dj
73567,Ostroveni,dj
73594,Perisor,dj
73629,Pielesti,dj
73665,Piscu Vechi,dj
73709,Plenita,dj
73736,Poiana Mare,dj
73772,Predesti,dj
73852,Radovan,dj
73905,Rast,dj
73923,Robanesti,dj
73996,Sadova,dj
74028,Salcuta,dj
74073,Scaesti,dj
74108,Seaca De Camp,dj
74135,Seaca De Padure,dj
74171,Secu,dj
74224,Silistea Crucii,dj
74242,Sopot,dj
74322,Teasc,dj
74359,Terpezita,dj
74411,Teslui,dj
74509,Tuglui,dj
74536,Unirea,dj
74554,Urzicuta,dj
74581,Valea Stanciului,dj
74616,Vela,dj
74705,Verbita,dj
74732,Vartop,dj
74750,Varvoru De Jos,dj
74842,Catane,dj
74859,Carcea,dj
74867,Carna,dj
74875,Cotofenii Din Fata,dj
74883,Dobrotesti,dj
74891,Galiciuica,dj
74907,Ghidici,dj
74915,Ghindeni,dj
74923,Intorsura,dj
74931,Plesoi,dj
74949,Rojiste,dj
74956,Talpas,dj
75098,Municipiul Galati,gl
75114,Sendreni,gl
75150,Vanatori,gl
75203,Municipiul Tecuci,gl
75221,Draganesti,gl
75258,Munteni,gl
75338,Oras Beresti,gl
75356,Beresti-Meria,gl
75472,Oras Targu Bujor,gl
75515,Barcea,gl
75542,Balabanesti,gl
75613,Balasesti,gl
75668,Baleni,gl
75686,Baneasa,gl
75711,Branistea,gl
75766,Brahasesti,gl
75819,Buciumeni,gl
75864,Cavadinesti,gl
75917,Certesti,gl
75953,Corod,gl
76004,Corni,gl
76040,Cosmesti,gl
76111,Costache Negri,gl
76139,Cuca,gl
76157,Cudalbi,gl
76175,Draguseni,gl
76255,Fartanesti,gl
76282,Foltesti,gl
76317,Frumusita,gl
76353,Fundeni,gl
76406,Ghidigeni,gl
76497,Gohor,gl
76558,Grivita,gl
76585,Independenta,gl
76601,Ivesti,gl
76638,Jorasti,gl
76674,Liesti,gl
76692,Matca,gl
76718,Mastacani,gl
76745,Movileni,gl
76763,Namoloasa,gl
76807,Nicoresti,gl
76932,Oancea,gl
76969,Pechea,gl
76996,Piscu,gl
77028,Priponesti,gl
77082,Rediu,gl
77126,Scanteiesti,gl
77153,Schela,gl
77180,Slobozia Conachi,gl
77224,Smardan,gl
77260,Smulti,gl
77288,Suceveni,gl
77313,Tudor Vladimirescu,gl
77331,Tulucesti,gl
77377,Tepu,gl
77402,Umbraresti,gl
77475,Valea Marului,gl
77509,Varlezi,gl
77536,Vladesti,gl
77561,Radesti,gl
77579,Negrilesti,gl
77587,Poiana,gl
77595,Cuza Voda,gl
77601,Suhurlui,gl
77812,Municipiul Targu Jiu,gj
77910,Balesti,gj
78016,Dragutesti,gj
78089,Turcinesti,gj
78141,Municipiul Motru,gj
78258,Oras Novaci,gj
78329,Oras Targu Carbunesti,gj
78454,Oras Ticleni,gj
78472,Albeni,gj
78542,Alimpesti,gj
78604,Aninoasa,gj
78668,Arcani,gj
78711,Baia De Fier,gj
78748,Balanesti,gj
78828,Barbatesti,gj
78873,Bengesti-Ciocadia,gj
78926,Berlesti,gj
79004,Balteni,gj
79077,Bolbosi,gj
79157,Borascu,gj
79237,Branesti,gj
79308,Oras Bumbesti-Jiu,gj
79362,Bumbesti-Pitic,gj
79406,Bustuchin,gj
79497,Capreni,gj
79585,Catunele,gj
79656,Ciuperceni,gj
79736,Calnic,gj
79834,Crasna,gj
79932,Cruset,gj
80043,Danciulesti,gj
80123,Danesti,gj
80249,Dragotesti,gj
80285,Farcasesti,gj
80365,Glogova,gj
80427,Godinesti,gj
80506,Hurezani,gj
80560,Ionesti,gj
80613,Jupanesti,gj
80677,Lelesti,gj
80711,Licurici,gj
80766,Logresti,gj
80846,Matasari,gj
80908,Musetesti,gj
80980,Negomir,gj
81095,Pades,gj
81184,Pestisani,gj
81264,Plopsoru,gj
81380,Polovragi,gj
81415,Prigoria,gj
81497,Rosia De Amaradia,gj
81576,Runcu,gj
81656,Samarinesti,gj
81754,Sacelu,gj
81816,Saulesti,gj
81861,Scoarta,gj
81987,Schela,gj
82047,Slivilesti,gj
82136,Stanesti,gj
82243,Stejari,gj
82314,Stoina,gj
82396,Telesti,gj
82430,Oras Tismana,gj
82555,Turburea,gj
82617,Oras Turceni,gj
82680,Tantareni,gj
82733,Urdari,gj
82779,Vagiulesti,gj
82831,Vladimir,gj
82895,Oras Rovinari,gj
83133,Municipiul Odorheiu Secuiesc,hr
83151,Bradesti,hr
83197,Feliceni,hr
83320,Municipiul Miercurea Ciuc,hr
83375,Pauleni-Ciuc,hr
83428,Oras Baile Tusnad,hr
83464,Oras Balan,hr
83491,Oras Borsec,hr
83525,Oras Cristuru Secuiesc,hr
83561,Municipiul Gheorgheni,hr
83632,Municipiul Toplita,hr
83749,Oras Vlahita,hr
83785,Atid,hr
83847,Avramesti,hr
83936,Bilbor,hr
83963,Capalnita,hr
83981,Ciucsangeorgiu,hr
84086,Ciumani,hr
84102,Carta,hr
84148,Corbu,hr
84175,Corund,hr
84237,Danesti,hr
84264,Dealu,hr
84344,Ditrau,hr
84380,Darjiu,hr
84415,Frumoasa,hr
84460,Galautas,hr
84558,Joseni,hr
84594,Lazarea,hr
84629,Lueta,hr
84656,Lunca De Jos,hr
84754,Lunca De Sus,hr
84825,Lupeni,hr
84923,Martinis,hr
85056,Meresti,hr
85074,Mihaileni,hr
85127,Mugeni,hr
85243,Ocland,hr
85289,Plaiesii De Jos,hr
85341,Praid,hr
85412,Remetea,hr
85467,Sacel,hr
85528,Sarmas,hr
85582,Secuieni,hr
85626,Siculeni,hr
85680,Sancraieni,hr
85760,Sandominic,hr
85788,Sanmartin,hr
85840,Sansimion,hr
85877,Subcetate,hr
85920,Suseni,hr
85984,Simonesti,hr
86133,Tulghes,hr
86188,Tusnad,hr
86222,Ulies,hr
86311,Varsag,hr
86339,Voslabeni,hr
86366,Zetea,hr
86438,Madaras,hr
86446,Cozmeni,hr
86453,Tomesti,hr
86461,Ciceu,hr
86479,Leliceni,hr
86487,Porumbeni,hr
86495,Racu,hr
86501,Satu Mare,hr
86519,Santimbru,hr
86687,Municipiul Deva,hd
86749,Carjiti,hd
86810,Municipiul Hunedoara,hd
86883,Ghelari,hd
86936,Teliucu Inferior,hd
86990,Municipiul Petrosani,hd
87059,Municipiul Lupeni,hd
87077,Oras Petrila,hd
87139,Oras Uricani,hd
87175,Municipiul Vulcan,hd
87219,Oras Aninoasa,hd
87246,Banita,hd
87291,Municipiul Brad,hd
87362,Criscior,hd
87424,Oras Calan,hd
87576,Oras Hateg,hd
87638,Municipiul Orastie,hd
87665,Oras Simeria,hd
87745,Baia De Cris,hd
87843,Balsa,hd
87996,Baru,hd
88047,Bacia,hd
88092,Baita,hd
88216,Batrana,hd
88261,Beriu,hd
88350,Blajeni,hd
88449,Bosorod,hd
88546,Branisca,hd
88644,Bretea Romana,hd
88788,Buces,hd
88868,Bucuresci,hd
88920,Bulzestii De Sus,hd
89026,Bunila,hd
89080,Burjuc,hd
89151,Cerbal,hd
89240,Certeju De Sus,hd
89348,Densus,hd
89428,Dobra,hd
89561,Oras Geoagiu,hd
89687,Gurasada,hd
89801,Harau,hd
89856,Ilia,hd
89954,Lapugiu De Jos,hd
90066,Lelese,hd
90119,Lunca Cernii De Jos,hd
90208,Luncoiu De Jos,hd
90262,Martinesti,hd
90342,Orastioara De Sus,hd
90431,Pestisu Mic,hd
90538,Pui,hd
90663,Rapoltu Mare,hd
90725,Rachitova,hd
90805,Ribita,hd
90878,Rau De Mori,hd
90994,Romos,hd
91054,Sarmizegetusa,hd
91116,Salasu De Sus,hd
91232,Santamaria-Orlea,hd
91330,Soimus,hd
91447,Tomesti,hd
91535,Toplita,hd
91624,Totesti,hd
91688,Turdas,hd
91731,General Berthelot,hd
91795,Vata De Jos,hd
91937,Valisoara,hd
91982,Vetel,hd
92097,Vorta,hd
92177,Zam,hd
92569,Municipiul Calarasi,cl
92587,Modelu,cl
92658,Municipiul Slobozia,il
92701,Municipiul Fetesti,il
92765,Oras Tandarei,il
92783,Albesti,il
92836,Oras Amara,il
92872,Andrasesti,il
92907,Balaciu,il
92961,Borcea,cl
92989,Bordusani,il
93021,Bucu,il
93067,Oras Cazanesti,il
93085,Ciocanesti,cl
93101,Ciochina,il
93156,Ciulnita,il
93209,Cocora,il
93236,Cosambesti,il
93281,Cuza Voda,cl
93325,Dichiseni,cl
93370,Dor Marunt,cl
93441,Dorobantu,cl
93487,Dragalina,cl
93539,Dragos Voda,cl
93575,Facaeni,il
93600,Gheorghe Doja,il
93628,Gheorghe Lazar,il
93646,Giurgeni,il
93664,Gradistea,cl
93717,Grindu,il
93735,Grivita,il
93771,Independenta,cl
93815,Jegalia,cl
93851,Lehliu,cl
93888,Oras Lehliu Gara,cl
93931,Lupsanu,cl
93995,Mihail Kogalniceanu,il
94045,Milosesti,il
94081,Movila,il
94107,Munteni-Buzau,il
94125,Alexandru Odobescu,cl
94161,Perieti,il
94223,Perisoru,cl
94269,Reviga,il
94312,Roseti,cl
94330,Salcioara,il
94376,Saveni,il
94429,Scanteia,il
94456,Sfantu Gheorghe,il
94492,Stelnica,il
94535,Suditi,il
94562,Stefan Cel Mare,cl
94580,Stefan Voda,cl
94606,Ulmu,cl
94651,Unirea,cl
94688,Valea Ciorii,il
94731,Valcelele,cl
94768,Vlad Tepes,cl
94795,Vladeni,il
95060,Municipiul Iasi,is
95088,Barnova,is
95159,Holboca,is
95239,Rediu,is
95293,Tomesti,is
95355,Oras Harlau,is
95391,Municipiul Pascani,is
95471,Oras Targu Frumos,is
95499,Ion Neculce,is
95612,Alexandru I. Cuza,is
95667,Andrieseni,is
95747,Aroneanu,is
95792,Baltati,is
95872,Belcesti,is
95943,Bivolari,is
96003,Ungheni,is
96058,Braesti,is
96110,Butea,is
96147,Ceplenita,is
96192,Ciortesti,is
96254,Ciurea,is
96334,Coarnele Caprei,is
96370,Comarna,is
96423,Costuleni,is
96478,Cotnari,is
96593,Cozmesti,is
96637,Cristesti,is
96664,Cucuteni,is
96717,Dagata,is
96815,Deleni,is
96888,Dobrovat,is
96904,Dolhesti,is
96940,Dumesti,is
97009,Erbiceni,is
97063,Focuri,is
97090,Golaiesti,is
97189,Gorban,is
97241,Grajduri,is
97321,Gropnita,is
97394,Grozesti,is
97438,Halaucesti,is
97465,Helesteni,is
97517,Horlesti,is
97553,Ipatele,is
97606,Lespezi,is
97679,Letcani,is
97722,Lungani,is
97777,Madarjac,is
97811,Mircesti,is
97875,Mironeasa,is
97919,Miroslava,is
98051,Miroslovesti,is
98113,Mogosesti,is
98168,Mogosesti-Siret,is
98202,Mosna,is
98220,Motca,is
98257,Movileni,is
98300,Oteleni,is
98337,Plugari,is
98373,Oras Podu Iloaiei,is
98435,Popesti,is
98505,Popricani,is
98603,Prisacani,is
98649,Probota,is
98685,Raducaneni,is
98738,Romanesti,is
98774,Ruginoasa,is
98827,Schitu Duca,is
98916,Scanteia,is
98998,Scobinti,is
99058,Sinesti,is
99101,Siretel,is
99165,Stolniceni-Prajescu,is
99209,Strunga,is
99290,Scheia,is
99370,Sipote,is
99441,Tansa,is
99478,Tatarusi,is
99539,Todiresti,is
99600,Trifesti,is
99673,Tibana,is
99780,Tibanesti,is
99879,Tiganasi,is
99922,Tutora,is
99968,Valea Seaca,is
100004,Victoria,is
100086,Vanatori,is
100148,Vladeni,is
100219,Voinesti,is
100273,Bals,is
100282,Costesti,is
100308,Draguseni,is
100317,Fantanele,is
100326,Harmanesti,is
100335,Rachiteni,is
100344,Roscani,is
100353,Valea Lupului,is
100362,Ciohorani,is
100521,Municipiul Giurgiu,gr
100549,Slobozia,gr
100576,Oras Buftea,if
100610,Municipiul Oltenita,cl
100638,Mitreni,cl
100683,Municipiul Urziceni,il
100709,Ciocarlia,il
100736,Manasia,il
100754,Adancata,il
100781,Adunatii-Copaceni,gr
100834,Afumati,if
100852,Alexeni,il
100870,Armasesti,il
100923,Axintele,il
100969,Balotesti,if
101001,Baneasa,gr
101056,Barcanesti,il
101083,Belciugatele,cl
101145,Berceni,if
101163,Bolintin-Deal,gr
101190,Oras Bolintin-Vale,gr
101243,Brazii,il
101298,Branesti,if
101341,Brezoaele,db
101378,Bucsani,gr
101458,Oras Budesti,cl
101519,Bulbucata,gr
101564,Butimanu,db
101617,Buturugeni,gr
101662,Calugareni,gr
101724,Cascioarele,cl
101742,Cernica,if
101804,Chirnogi,cl
101822,Chiselet,cl
101840,Ciocanesti,db
101902,Ciolpani,if
101957,Ciorogarla,if
101984,Clejani,gr
102035,Clinceni,if
102071,Colibasi,gr
102106,Comana,gr
102160,Corbeanca,if
102213,Cornetu,if
102240,Cosereni,il
102286,Crevedia,db
102348,Crevedia Mare,gr
102419,Curcani,cl
102446,Daia,gr
102473,Dascalu,if
102525,Darasti-Ilfov,if
102543,1 Decembrie,if
102570,Domnesti,if
102605,Dragomiresti-Vale,if
102641,Dragoesti,il
102703,Dridu,il
102749,Oras Fierbinti-Targ,il
102794,Floresti-Stoenesti,gr
102838,Frasinet,cl
102909,Fratesti,gr
102945,Frumusani,cl
103014,Fundeni,cl
103032,Oras Fundulea,cl
103087,Gaiseni,gr
103130,Ganeasa,if
103194,Gaujani,gr
103238,Ghimpati,gr
103283,Garbovi,il
103309,Gogosari,gr
103354,Gostinu,gr
103372,Gostinari,gr
103407,Gradinari,gr
103443,Gradistea,if
103470,Greaca,gr
103513,Gruiu,if
103568,Gurbanesti,cl
103639,Hotarele,gr
103693,Iepuresti,gr
103764,Ileana,cl
103862,Ion Roata,il
103899,Izvoarele,gr
103960,Jilavele,il
103997,Joita,gr
104047,Letca Noua,gr
104083,Luica,cl
104118,Mihai Bravu,gr
104136,Oras Mihailesti,gr
104181,Manastirea,cl
104225,Marsa,gr
104243,Moara Vlasiei,if
104270,Movilita,il
104323,Nana,cl
104341,Nicolae Balcescu,cl
104387,Niculesti,db
104421,Nuci,if
104485,Ogrezeni,gr
104519,Oinacu,gr
104546,Peris,if
104582,Petrachioaia,if
104635,Plataresti,cl
104680,Prundu,gr
104715,Putineiu,gr
104751,Radovanu,cl
104788,Rasuceni,gr
104831,Roata De Jos,gr
104886,Sarulesti,cl
104975,Schitu,gr
105026,Sinesti,il
105106,Singureni,gr
105142,Slobozia Moara,db
105160,Snagov,if
105222,Sohatu,cl
105259,Spantov,cl
105295,Stanesti,gr
105348,Stoenesti,gr
105384,Soldanu,cl
105419,Stefanestii De Jos,if
105455,Tamadau Mare,cl
105534,Tartasesti,db
105570,Tunari,if
105605,Ulmeni,cl
105623,Ulmi,gr
105712,Valea Argovei,cl
105776,Valea Dragului,gr
105794,Valea Macrisului,il
105829,Vasilati,cl
105874,Varasti,gr
105909,Vedea,gr
105936,Vidra,if
105972,Vanatorii Mici,gr
106318,Municipiul Baia Mare,mm
106363,Grosi,mm
106407,Recea,mm
106461,Oras Tautii-Magheraus,mm
106559,Municipiul Sighetu Marmatiei,mm
106620,Sarasau,mm
106648,Vadu Izei,mm
106684,Oras Baia Sprie,mm
106746,Oras Borsa,mm
106782,Oras Cavnic,mm
106817,Oras Targu Lapus,mm
106979,Oras Viseu De Sus,mm
107001,Ardusat,mm
107047,Arinis,mm
107083,Asuaju De Sus,mm
107118,Baita De Sub Codru,mm
107154,Baiut,mm
107190,Basesti,mm
107234,Bicaz,mm
107270,Bistra,mm
107314,Barsana,mm
107350,Bocicoiu Mare,mm
107403,Bogdan Voda,mm
107430,Boiu Mare,mm
107485,Botiza,mm
107519,Budesti,mm
107546,Calinesti,mm
107582,Cernesti,mm
107662,Cicarlau,mm
107715,Campulung La Tisa,mm
107733,Copalnic-Manastur,mm
107868,Coroieni,mm
107920,Cupseni,mm
107975,Desesti,mm
108017,Oras Dragomiresti,mm
108035,Dumbravita,mm
108106,Farcasa,mm
108151,Giulesti,mm
108204,Ieud,mm
108222,Lapus,mm
108240,Leordina,mm
108268,Miresu Mare,mm
108348,Moisei,mm
108366,Oarta De Jos,mm
108400,Ocna Sugatag,mm
108455,Petrova,mm
108473,Poienile De Sub Munte,mm
108491,Remetea Chioarului,mm
108552,Remeti,mm
108598,Repedea,mm
108614,Rona De Jos,mm
108632,Rona De Sus,mm
108669,Rozavlea,mm
108696,Ruscova,mm
108712,Satulung,mm
108794,Sacalaseni,mm
108874,Sacel,mm
108892,Oras Salistea De Sus,mm
108918,Salsig,mm
108945,Sapanta,mm
108963,Oras Seini,mm
109005,Stramtura,mm
109041,Suciu De Sus,mm
109096,Sisesti,mm
109176,Oras Somcuta Mare,mm
109265,Oras Ulmeni,mm
109354,Valea Chioarului,mm
109425,Vima Mica,mm
109504,Viseu De Jos,mm
109773,Municipiul Drobeta-Turnu Severin,mh
109826,Simian,mh
109924,Oras Baia De Arama,mh
110027,Obarsia-Closani,mh
110063,Municipiul Orsova,mh
110116,Oras Strehaia,mh
110232,Oras Vanju Mare,mh
110296,Bala,mh
110456,Balta,mh
110535,Balacita,mh
110571,Bacles,mh
110688,Balvanesti,mh
110740,Breznita-Motru,mh
110820,Breznita-Ocol,mh
110875,Brosteni,mh
110946,Burila Mare,mh
111006,Butoiesti,mh
111097,Cazanesti,mh
111220,Ciresu,mh
111275,Corcova,mh
111417,Corlatel,mh
111444,Cujmir,mh
111480,Devesel,mh
111550,Darvari,mh
111587,Dumbrava,mh
111685,Floresti,mh
111783,Garla Mare,mh
111818,Godeanu,mh
111863,Gogosu,mh
111916,Greci,mh
111989,Grozesti,mh
112030,Gruia,mh
112076,Hinova,mh
112129,Husnicioara,mh
112245,Eselnita,mh
112263,Ilovat,mh
112334,Ilovita,mh
112370,Isverna,mh
112469,Izvoru Barzii,mh
112548,Jiana,mh
112600,Livezile,mh
112664,Malovat,mh
112744,Obarsia De Camp,mh
112771,Oprisor,mh
112806,Padina,mh
112879,Patulele,mh
112904,Dubova,mh
112959,Podeni,mh
112995,Ponoarele,mh
113153,Poroina Mare,mh
113206,Pristol,mh
113233,Prunisor,mh
113395,Punghina,mh
113466,Rogova,mh
113493,Salcia,mh
113518,Stangaceaua,mh
113607,Svinita,mh
113625,Sisesti,mh
113698,Sovarna,mh
113732,Tamna,mh
113849,Vanatori,mh
113894,Vanjulet,mh
113929,Vladaia,mh
113974,Voloiac,mh
114060,Branistea,mh
114079,Vrata,mh
114319,Municipiul Targu Mures,ms
114355,Cristesti,ms
114382,Sancraiu De Mures,ms
114417,Sangeorgiu De Mures,ms
114453,Santana De Mures,ms
114514,Municipiul Sighisoara,ms
114603,Albesti,ms
114710,Oras Ludus,ms
114809,Municipiul Reghin,ms
114854,Oras Sovata,ms
114925,Municipiul Tarnaveni,ms
114970,Acatari,ms
115076,Adamus,ms
115147,Alunis,ms
115183,Apold,ms
115236,Atintis,ms
115307,Bahnea,ms
115389,Band,ms
115520,Batos,ms
115575,Bagaciu,ms
115600,Bala,ms
115637,Balauseri,ms
115708,Beica De Jos,ms
115771,Bichis,ms
115824,Bogata,ms
115851,Breaza,ms
115897,Brancovenesti,ms
115959,Ceuasu De Campie,ms
116046,Chetani,ms
116126,Chiheru De Jos,ms
116171,Coroisanmartin,ms
116224,Cozma,ms
116288,Craciunesti,ms
116340,Craiesti,ms
116395,Cucerdea,ms
116439,Cuci,ms
116493,Danes,ms
116545,Deda,ms
116590,Eremitu,ms
116652,Ernei,ms
116723,Faragau,ms
116796,Fantanele,ms
116867,Galesti,ms
116938,Ganesti,ms
116983,Gheorghe Doja,ms
117042,Ghindari,ms
117113,Glodeni,ms
117177,Gornesti,ms
117275,Grebenisu De Campie,ms
117319,Gurghiu,ms
117426,Hodac,ms
117505,Hodosa,ms
117550,Ibanesti,ms
117667,Iclanzel,ms
117783,Ideciu De Jos,ms
117827,Oras Iernut,ms
117925,Livezeni,ms
117998,Lunca,ms
118058,Lunca Bradului,ms
118094,Magherani,ms
118209,Mica,ms
118281,Oras Miercurea Nirajului,ms
118370,Mihesu De Campie,ms
118469,Nades,ms
118511,Neaua,ms
118575,Ogra,ms
118637,Papiu Ilarian,ms
118691,Panet,ms
118753,Pasareni,ms
118799,Petelea,ms
118824,Pogaceaua,ms
118931,Rastolita,ms
118995,Raciu,ms
119153,Rusii-Munti,ms
119206,Saschiz,ms
119242,Oras Sarmasu,ms
119331,Oras Sangeorgiu De Padure,ms
119386,Sanger,ms
119466,Sanpaul,ms
119527,Sanpetru De Campie,ms
119590,Solovastru,ms
119625,Stanceni,ms
119661,Suplac,ms
119723,Suseni,ms
119750,Saulia,ms
119803,Sincai,ms
119858,Taureni,ms
119894,Oras Ungheni,ms
119974,Valea Larga,ms
120076,Vargata,ms
120138,Vatava,ms
120174,Vetca,ms
120218,Viisoara,ms
120254,Vanatori,ms
120316,Voivodeni,ms
120343,Zagar,ms
120370,Zau De Campie,ms
120478,Chibed,ms
120487,Corunca,ms
120496,Sarateni,ms
120502,Madaras,ms
120511,Bereni,ms
120726,Municipiul Piatra-Neamt,nt
120771,Dumbrava Rosie,nt
120824,Savinesti,nt
120860,Municipiul Roman,nt
120888,Cordun,nt
120922,Horia,nt
120968,Oras Bicaz,nt
121055,Oras Targu Neamt,nt
121108,Agapia,nt
121153,Bahna,nt
121242,Baltatesti,nt
121297,Bicaz-Chei,nt
121340,Bicazu Ardelean,nt
121386,Bira,nt
121466,Bargauani,nt
121607,Bodesti,nt
121652,Borca,nt
121732,Borlesti,nt
121796,Botesti,nt
121876,Bozieni,nt
121938,Brusturi,nt
122025,Ceahlau,nt
122061,Candesti,nt
122132,Costisa,nt
122187,Cracaoani,nt
122249,Damuc,nt
122285,Dobreni,nt
122347,Doljesti,nt
122392,Dragomiresti,nt
122463,Dulcesti,nt
122551,Farcasa,nt
122613,Faurei,nt
122668,Gheraesti,nt
122702,Girov,nt
122828,Garcina,nt
122864,Grinties,nt
122908,Grumazesti,nt
122953,Hangu,nt
123013,Icusesti,nt
123102,Ion Creanga,nt
123175,Margineni,nt
123228,Moldoveni,nt
123255,Oniceni,nt
123371,Pastraveni,nt
123424,Petricani,nt
123479,Piatra Soimului,nt
123521,Pipirig,nt
123601,Pangarati,nt
123674,Podoleni,nt
123709,Poienari,nt
123790,Poiana Teiului,nt
123914,Raucesti,nt
123969,Razboieni,nt
124028,Rediu,nt
124073,Romani,nt
124117,Oras Roznov,nt
124153,Sagna,nt
124206,Sabaoani,nt
124233,Secuieni,nt
124331,Stanita,nt
124411,Stefan Cel Mare,nt
124493,Tarcau,nt
124563,Tasca,nt
124616,Tazlau,nt
124634,Tamaseni,nt
124661,Timisesti,nt
124723,Trifesti,nt
124750,Tupilati,nt
124803,Tibucani,nt
124849,Urecheni,nt
124885,Valea Ursului,nt
124938,Alexandru Cel Bun,nt
125016,Vanatori-Neamt,nt
125061,Zanesti,nt
125098,Dochia,nt
125105,Ruginoasa,nt
125114,Ghindaoani,nt
125123,Valeni,nt
125132,Draganesti,nt
125141,Pancesti,nt
125150,Gadinti,nt
125169,Negresti,nt
125178,Boghicea,nt
125347,Municipiul Slatina,ot
125374,Slatioara,ot
125418,Oras Bals,ot
125472,Municipiul Caracal,ot
125490,Draghiceni,ot
125542,Oras Corabia,ot
125588,Garcov,ot
125622,Oras Draganesti-Olt,ot
125659,Babiciu,ot
125677,Baldovinesti,ot
125757,Barasti,ot
125846,Barza,ot
125873,Bobicesti,ot
125962,Brastavatu,ot
125999,Brebeni,ot
126022,Brancoveni,ot
126077,Bucinisu,ot
126102,Cezieni,ot
126148,Cilieni,ot
126166,Carlogani,ot
126228,Colonesti,ot
126326,Corbu,ot
126380,Coteana,ot
126406,Crampoia,ot
126433,Curtisoara,ot
126503,Cungrea,ot
126585,Daneasa,ot
126647,Deveselu,ot
126674,Dobretu,ot
126718,Dobrosloveni,ot
126772,Dobroteasa,ot
126825,Dobrun,ot
126905,Fagetelu,ot
126978,Falcoiu,ot
127019,Farcasele,ot
127064,Ganeasa,ot
127126,Giuvarasti,ot
127144,Gostavatu,ot
127171,Gradinari,ot
127224,Grojdibodu,ot
127251,Ianca,ot
127288,Iancu Jianu,ot
127322,Icoana,ot
127368,Izbiceni,ot
127386,Izvoarele,ot
127411,Leleasca,ot
127493,Maruntei,ot
127536,Mihaesti,ot
127563,Milcov,ot
127625,Morunglav,ot
127689,Movileni,ot
127714,Nicolae Titulescu,ot
127750,Obarsia,ot
127812,Oboga,ot
127858,Oporelu,ot
127901,Optasi-Magura,ot
127938,Orlea,ot
127983,Osica De Sus,ot
128052,Perieti,ot
128105,Oras Piatra-Olt,ot
128178,Parscoveni,ot
128221,Plesoiu,ot
128301,Poboru,ot
128374,Oras Potcoava,ot
128436,Priseaca,ot
128472,Radomiresti,ot
128524,Redea,ot
128560,Rotunda,ot
128588,Rusanesti,ot
128613,Scarisoara,ot
128659,Schitu,ot
128711,Oras Scornicesti,ot
128864,Seaca,ot
128882,Samburesti,ot
128962,Spineni,ot
129040,Sprancenata,ot
129095,Stoenesti,ot
129111,Stoicanesti,ot
129139,Strejesti,ot
129184,Studina,ot
129246,Serbanesti,ot
129282,Stefan Cel Mare,ot
129317,Tatulesti,ot
129380,Teslui,ot
129460,Tia Mare,ot
129503,Topana,ot
129567,Traian,ot
129585,Tufeni,ot
129629,Urzica,ot
129656,Valea Mare,ot
129718,Vadastra,ot
129745,Vadastrita,ot
129763,Valeni,ot
129816,Verguleasa,ot
129898,Visina,ot
129914,Vitomiresti,ot
129987,Valcele,ot
130026,Vladila,ot
130062,Voineasa,ot
130124,Vulpeni,ot
130231,Vulturesti,ot
130286,Balteni,ot
130295,Calui,ot
130302,Gavanesti,ot
130311,Ghimpeteni,ot
130320,Gradinile,ot
130339,Gura Padinii,ot
130348,Ipotesti,ot
130357,Osica De Jos,ot
130366,Sarbii - Magura,ot
130375,Visina Noua,ot
130384,Soparlita,ot
130534,Municipiul Ploiesti,ph
130552,Barcanesti,ph
130614,Berceni,ph
130678,Blejoi,ph
130712,Brazi,ph
130785,Bucov,ph
130847,Paulesti,ph
130892,Targsoru Vechi,ph
130954,Oras Azuga,ph
130981,Oras Baicoi,ph
